,area_type,availability,location,total_sqft,bath,balcony,price,BHK
6272,Super built-up  Area,Ready To Move,Thanisandra,1564.0,3.0,2.0,100.0,3
6273,Built-up  Area,Ready To Move,Thanisandra,662.0,1.0,0.0,45.0,1
6274,Super built-up  Area,Ready To Move,Thanisandra,1573.0,3.0,2.0,98.0,3
6275,Super built-up  Area,Ready To Move,Thanisandra,1262.0,2.0,1.0,83.0,3
6276,Super built-up  Area,Ready To Move,Thanisandra,1056.0,2.0,2.0,65.0,2
6278,Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,115.0,3
6279,Super built-up  Area,Ready To Move,Thanisandra,1343.0,2.0,2.0,75.0,2
6280,Super built-up  Area,Ready To Move,Thanisandra,1935.0,4.0,2.0,122.0,3
6281,Super built-up  Area,Not Ready to Move Yet,Thanisandra,933.0,2.0,1.0,55.0,2
6282,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1183.0,2.0,1.0,77.3,2
6283,Super built-up  Area,Ready To Move,Thanisandra,662.0,1.0,0.0,38.0,1
6284,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1265.0,2.0,1.0,72.0,2
6285,Super built-up  Area,Ready To Move,Thanisandra,1595.0,3.0,1.0,105.0,3
6287,Super built-up  Area,Not Ready to Move Yet,Thanisandra,580.0,1.0,1.0,27.5,1
6288,Super built-up  Area,Not Ready to Move Yet,Thanisandra,2087.0,4.0,2.0,139.0,3
6290,Super built-up  Area,Ready To Move,Thanisandra,1098.0,2.0,1.0,71.0,2
6291,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1411.0,3.0,1.0,93.25,3
6294,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1732.0,3.0,1.0,112.0,3
6295,Super built-up  Area,Not Ready to Move Yet,Thanisandra,933.0,1.0,1.0,61.0,1
6296,Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,2.0,107.0,3
6297,Super built-up  Area,Not Ready to Move Yet,Thanisandra,747.0,1.0,0.0,34.355,1
6298,Super built-up  Area,Not Ready to Move Yet,Thanisandra,2030.0,4.0,1.0,125.0,3
6300,Super built-up  Area,Not Ready to Move Yet,Thanisandra,663.0,1.0,1.0,46.0,1
6301,Built-up  Area,Ready To Move,Thanisandra,1948.0,4.0,2.0,129.0,4
6302,Built-up  Area,Not Ready to Move Yet,Thanisandra,1573.0,3.0,1.0,90.0,3
6303,Super built-up  Area,Ready To Move,Thanisandra,1056.0,2.0,2.0,70.0,2
6304,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1595.0,3.0,2.0,96.0,3
6307,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1245.0,2.0,1.0,83.05,2
6308,Super built-up  Area,Ready To Move,Thanisandra,1261.0,2.0,1.0,80.0,3
6309,Super built-up  Area,Ready To Move,Thanisandra,1884.0,4.0,2.0,117.0,3
6310,Super built-up  Area,Ready To Move,Thanisandra,965.0,2.0,1.0,54.0,2
6311,Super built-up  Area,Ready To Move,Thanisandra,1930.0,4.0,2.0,122.0,3
6312,Super built-up  Area,Not Ready to Move Yet,Thanisandra,777.0,1.0,0.0,38.46,1
6314,Super built-up  Area,Ready To Move,Thanisandra,1930.0,4.0,2.0,120.0,3
6315,Super built-up  Area,Ready To Move,Thanisandra,760.0,1.0,2.0,50.4,1
6316,Super built-up  Area,Not Ready to Move Yet,Thanisandra,663.0,1.0,0.0,32.82,1
6317,Super built-up  Area,Ready To Move,Thanisandra,1801.0,3.0,2.0,115.0,3
6318,Super built-up  Area,Ready To Move,Thanisandra,1806.0,6.0,2.0,116.0,3
6321,Super built-up  Area,Ready To Move,Thanisandra,1305.0,2.0,2.0,90.0,2
6322,Super built-up  Area,Ready To Move,Thanisandra,1965.0,4.0,2.0,125.0,3
6323,Super built-up  Area,Not Ready to Move Yet,Thanisandra,1573.0,3.0,2.0,100.0,3
6326,Built-up  Area,Not Ready to Move Yet,Thanisandra,1917.0,4.0,2.0,130.0,4
6328,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,230.0,4
6330,Super built-up  Area,Ready To Move,Thigalarapalya,1297.0,2.0,2.0,103.0,2
6331,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,95.0,2
6332,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,235.0,4
6333,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,245.0,4
6335,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2
6336,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,101.0,2
6337,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6339,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,5.0,2.0,225.0,4
6340,Super built-up  Area,Ready To Move,Thigalarapalya,2912.0,6.0,2.0,210.0,4
6341,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2
6342,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,159.0,3
6344,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,106.0,2
6346,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6347,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,237.0,4
6348,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6349,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6352,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,106.0,2
6353,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,155.0,3
6354,Super built-up  Area,Ready To Move,Thigalarapalya,1830.0,4.0,2.0,135.0,3
6355,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6356,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,160.0,3
6360,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,160.0,3
6361,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,155.0,3
6362,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,235.0,4
6363,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,153.0,3
6365,Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,157.0,3
6366,Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6367,Built-up  Area,Ready To Move,Thigalarapalya,3362.0,5.0,2.0,249.0,4
6368,Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,245.0,4
6373,Super built-up  Area,Ready To Move,Thigalarapalya,1400.0,2.0,2.0,105.0,2
6375,Super built-up  Area,Ready To Move,Thigalarapalya,1297.0,2.0,2.0,98.0,2
6377,Built-up  Area,Ready To Move,Thubarahalli,3800.0,4.0,3.0,239.0,4
6378,Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,78.0,2
6379,Super built-up  Area,Ready To Move,Thubarahalli,1128.0,2.0,2.0,75.0,2
6380,Built-up  Area,Ready To Move,Thubarahalli,1185.0,2.0,2.0,65.0,2
6381,Built-up  Area,Ready To Move,Thubarahalli,975.0,2.0,1.0,55.0,2
6382,Super built-up  Area,Ready To Move,Thubarahalli,1330.0,2.0,1.0,75.0,2
6383,Super built-up  Area,Ready To Move,Thubarahalli,1085.0,2.0,1.0,70.0,2
6384,Built-up  Area,Ready To Move,Thubarahalli,1216.0,2.0,1.0,80.0,2
6385,Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.0,2
6386,Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,80.0,2
6387,Super built-up  Area,Ready To Move,Thubarahalli,1200.0,2.0,2.0,79.55,2
6389,Built-up  Area,Ready To Move,Thubarahalli,2625.0,3.0,3.0,175.0,3
6390,Super built-up  Area,Ready To Move,Thubarahalli,975.0,2.0,1.0,50.0,2
6391,Super built-up  Area,Ready To Move,Thubarahalli,1584.0,3.0,2.0,101.0,3
6392,Super built-up  Area,Ready To Move,Tumkur Road,1500.0,3.0,3.0,95.0,3
6393,Super built-up  Area,Ready To Move,Tumkur Road,1779.0,3.0,2.0,112.0,3
6394,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1586.0,3.0,1.0,100.0,3
6395,Super built-up  Area,Ready To Move,Tumkur Road,1098.0,2.0,1.0,72.0,2
6396,Super built-up  Area,Ready To Move,Tumkur Road,1354.0,3.0,1.0,90.0,3
6397,Super built-up  Area,Ready To Move,Tumkur Road,1240.0,2.0,1.0,84.0,3
6398,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1239.0,2.0,1.0,82.0,2
6399,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1246.0,2.0,1.0,82.0,2
6400,Super built-up  Area,Ready To Move,Tumkur Road,1500.0,3.0,3.0,100.0,3
6402,Super built-up  Area,Ready To Move,Tumkur Road,1416.0,3.0,1.0,94.0,3
6403,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1027.0,2.0,1.0,60.0,2
6404,Super built-up  Area,Ready To Move,Tumkur Road,1027.0,2.0,1.0,68.62,2
6405,Super built-up  Area,Ready To Move,Tumkur Road,1459.0,2.0,1.0,95.0,3
6406,Super built-up  Area,Ready To Move,Tumkur Road,992.0,2.0,1.0,60.0,2
6407,Super built-up  Area,Ready To Move,Tumkur Road,1066.0,2.0,2.0,52.5,2
6408,Super built-up  Area,Ready To Move,Tumkur Road,1240.0,2.0,1.0,79.0,3
6409,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1441.0,2.0,1.0,95.0,3
6410,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1240.0,2.0,1.0,83.0,3
6411,Super built-up  Area,Not Ready to Move Yet,Tumkur Road,1027.0,2.0,1.0,67.0,2
6414,Super built-up  Area,Ready To Move,Tumkur Road,1354.0,3.0,1.0,85.86,3
6415,Super built-up  Area,Ready To Move,Ulsoor,2135.0,3.0,2.0,215.0,3
6416,Plot  Area,Ready To Move,Ulsoor,2300.0,8.0,1.0,210.0,9
6417,Built-up  Area,Ready To Move,Ulsoor,1020.0,3.0,2.0,110.0,3
6418,Built-up  Area,Ready To Move,Ulsoor,1180.0,2.0,2.0,100.0,2
6419,Built-up  Area,Ready To Move,Ulsoor,1340.0,3.0,0.0,90.0,3
6420,Super built-up  Area,Ready To Move,Ulsoor,1500.0,2.0,2.0,125.0,3
6421,Super built-up  Area,Ready To Move,Ulsoor,2000.0,3.0,3.0,185.0,3
6422,Super built-up  Area,Ready To Move,Ulsoor,1255.0,2.0,3.0,120.0,2
6423,Plot  Area,Ready To Move,Ulsoor,1200.0,4.0,3.0,150.0,5
6424,Super built-up  Area,Ready To Move,Ulsoor,1685.0,4.0,2.0,185.0,3
6426,Super built-up  Area,Ready To Move,Ulsoor,2135.0,3.0,2.0,170.0,3
6427,Plot  Area,Ready To Move,Ulsoor,1160.0,2.0,1.0,130.0,2
6428,Built-up  Area,Ready To Move,Uttarahalli,1440.0,2.0,3.0,62.0,3
6429,Built-up  Area,Ready To Move,Uttarahalli,1143.0,2.0,2.0,45.0,2
6430,Built-up  Area,Ready To Move,Uttarahalli,1020.0,2.0,2.0,45.0,2
6431,Super built-up  Area,Ready To Move,Uttarahalli,1286.0,2.0,2.0,63.0,2
6432,Super built-up  Area,Ready To Move,Uttarahalli,1101.0,2.0,0.0,45.0,2
6433,Built-up  Area,Not Ready to Move Yet,Uttarahalli,1345.0,2.0,1.0,67.0,2
6437,Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,2.0,47.0,2
6438,Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,2.0,62.55,3
6439,Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,56.0,3
6440,Super built-up  Area,Ready To Move,Uttarahalli,1008.0,2.0,3.0,45.0,2
6441,Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,2.0,60.47,3
6443,Built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,1.0,49.0,2
6444,Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,56.0,3
6445,Super built-up  Area,Ready To Move,Uttarahalli,1200.0,2.0,2.0,44.0,2
6448,Built-up  Area,Ready To Move,Uttarahalli,882.0,2.0,1.0,30.0,2
6449,Super built-up  Area,Ready To Move,Uttarahalli,993.0,2.0,1.0,39.71,2
6450,Super built-up  Area,Ready To Move,Uttarahalli,1045.0,2.0,1.0,45.0,2
6451,Built-up  Area,Ready To Move,Uttarahalli,850.0,2.0,2.0,37.93,2
6453,Super built-up  Area,Ready To Move,Uttarahalli,3600.0,6.0,2.0,120.0,6
6454,Super built-up  Area,Ready To Move,Uttarahalli,1788.0,3.0,2.0,98.34,3
6455,Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3
6456,Super built-up  Area,Ready To Move,Uttarahalli,1089.0,2.0,1.0,43.55,2
6458,Super built-up  Area,Ready To Move,Uttarahalli,1279.0,2.0,2.0,48.0,2
6460,Super built-up  Area,Ready To Move,Uttarahalli,1425.0,2.0,2.0,64.0,3
6461,Super built-up  Area,Ready To Move,Uttarahalli,1155.0,2.0,2.0,40.42,2
6462,Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,1.0,42.0,2
6463,Super built-up  Area,Ready To Move,Uttarahalli,1300.0,2.0,1.0,55.0,3
6464,Built-up  Area,Ready To Move,Uttarahalli,1250.0,2.0,1.0,55.0,3
6465,Carpet  Area,Ready To Move,Uttarahalli,1700.0,3.0,2.0,88.0,3
6467,Built-up  Area,Ready To Move,Uttarahalli,1085.0,2.0,2.0,43.0,2
6469,Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,1.0,47.0,2
6470,Super built-up  Area,Ready To Move,Uttarahalli,1689.28,3.0,2.0,91.2,3
6471,Super built-up  Area,Ready To Move,Uttarahalli,1310.0,2.0,1.0,85.0,3
6472,Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,1.0,47.0,2
6473,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1137.0,2.0,1.0,63.0,2
6474,Super built-up  Area,Ready To Move,Uttarahalli,1315.0,2.0,2.0,74.0,3
6475,Super built-up  Area,Ready To Move,Uttarahalli,1215.0,2.0,2.0,52.85,3
6477,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1325.0,2.0,1.0,53.0,2
6478,Super built-up  Area,Ready To Move,Uttarahalli,1300.0,2.0,2.0,60.0,3
6479,Built-up  Area,Ready To Move,Uttarahalli,850.0,2.0,2.0,35.0,2
6480,Super built-up  Area,Ready To Move,Uttarahalli,1627.86,3.0,2.0,88.0,3
6482,Super built-up  Area,Ready To Move,Uttarahalli,1360.0,2.0,3.0,61.2,3
6483,Super built-up  Area,Ready To Move,Uttarahalli,1280.0,2.0,2.0,75.0,2
6484,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,661.0,1.0,1.0,36.0,1
6485,Super built-up  Area,Ready To Move,Uttarahalli,1134.0,2.0,1.0,45.36,2
6487,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1320.0,2.0,3.0,55.44,3
6488,Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,2.0,61.16,3
6489,Built-up  Area,Ready To Move,Uttarahalli,1090.0,2.0,2.0,45.0,2
6490,Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,1.0,42.0,2
6491,Super built-up  Area,Ready To Move,Uttarahalli,1235.0,2.0,3.0,90.0,2
6492,Super built-up  Area,Ready To Move,Uttarahalli,1123.0,2.0,1.0,48.0,2
6493,Super built-up  Area,Ready To Move,Uttarahalli,1329.0,2.0,1.0,56.0,3
6494,Super built-up  Area,Ready To Move,Uttarahalli,938.0,2.0,0.0,35.0,2
6497,Super built-up  Area,Ready To Move,Uttarahalli,1100.0,1.0,2.0,45.0,2
6498,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.0,2
6500,Super built-up  Area,Ready To Move,Uttarahalli,1685.0,3.0,2.0,85.0,3
6501,Super built-up  Area,Ready To Move,Uttarahalli,1390.0,2.0,3.0,62.55,3
6503,Super built-up  Area,Ready To Move,Uttarahalli,1180.0,2.0,1.0,41.3,2
6504,Super built-up  Area,Ready To Move,Uttarahalli,1380.0,2.0,1.0,42.0,2
6505,Super built-up  Area,Ready To Move,Uttarahalli,1737.0,2.0,3.0,95.0,3
6507,Plot  Area,Ready To Move,Uttarahalli,3600.0,6.0,2.0,303.0,6
6508,Built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,2.0,45.0,2
6509,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1280.0,2.0,2.0,60.0,3
6511,Super built-up  Area,Ready To Move,Uttarahalli,1190.0,2.0,1.0,53.55,2
6512,Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,57.0,3
6513,Plot  Area,Ready To Move,Uttarahalli,1680.0,6.0,1.0,125.0,6
6514,Super built-up  Area,Ready To Move,Uttarahalli,1560.0,3.0,3.0,74.0,3
6516,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,48.0,2
6517,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1320.0,2.0,2.0,55.44,3
6519,Super built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,2.0,40.6,2
6521,Super built-up  Area,Ready To Move,Uttarahalli,1163.0,2.0,2.0,68.0,2
6523,Super built-up  Area,Ready To Move,Uttarahalli,1065.0,2.0,1.0,42.59,2
6524,Super built-up  Area,Ready To Move,Uttarahalli,1075.0,2.0,1.0,46.76,2
6525,Super built-up  Area,Ready To Move,Uttarahalli,1155.0,2.0,1.0,40.6,2
6526,Super built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,2.0,70.0,2
6529,Built-up  Area,Ready To Move,Uttarahalli,1099.0,2.0,2.0,65.0,2
6530,Super built-up  Area,Ready To Move,Uttarahalli,1215.0,2.0,2.0,52.85,3
6532,Super built-up  Area,Ready To Move,Uttarahalli,1180.0,2.0,1.0,41.3,2
6535,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1002.0,2.0,1.0,40.08,2
6536,Built-up  Area,Ready To Move,Uttarahalli,1002.0,2.0,1.0,40.08,2
6537,Super built-up  Area,Ready To Move,Uttarahalli,1075.0,2.0,1.0,40.0,2
6539,Super built-up  Area,Ready To Move,Uttarahalli,1155.0,2.0,2.0,40.43,2
6541,Super built-up  Area,Ready To Move,Uttarahalli,1025.0,2.0,1.0,35.88,2
6542,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.65,2
6543,Super built-up  Area,Ready To Move,Uttarahalli,1300.0,2.0,2.0,55.0,2
6544,Super built-up  Area,Ready To Move,Uttarahalli,1025.0,2.0,1.0,35.88,2
6545,Built-up  Area,Ready To Move,Uttarahalli,980.0,2.0,1.0,45.0,2
6546,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.0,2
6551,Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,2.0,47.0,2
6555,Super built-up  Area,Ready To Move,Uttarahalli,1265.0,2.0,2.0,65.0,3
6558,Super built-up  Area,Ready To Move,Uttarahalli,1213.0,2.0,2.0,48.0,2
6560,Super built-up  Area,Ready To Move,Uttarahalli,900.0,2.0,2.0,35.0,2
6561,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1065.0,2.0,1.0,42.6,2
6564,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.0,2
6565,Super built-up  Area,Ready To Move,Uttarahalli,1270.0,2.0,2.0,55.25,3
6566,Super built-up  Area,Ready To Move,Uttarahalli,1270.0,2.0,1.0,55.25,3
6567,Super built-up  Area,Ready To Move,Uttarahalli,1107.0,2.0,1.0,45.0,2
6568,Built-up  Area,Ready To Move,Uttarahalli,1200.0,2.0,1.0,55.0,2
6570,Super built-up  Area,Ready To Move,Uttarahalli,1460.0,3.0,3.0,76.0,3
6571,Super built-up  Area,Ready To Move,Uttarahalli,1500.0,3.0,1.0,68.0,3
6572,Built-up  Area,Ready To Move,Uttarahalli,1120.0,2.0,1.0,50.0,2
6573,Super built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,1.0,46.0,2
6574,Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,58.0,3
6576,Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,1.0,42.0,2
6577,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,48.0,2
6579,Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3
6580,Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3
6582,Built-up  Area,Ready To Move,Uttarahalli,1000.0,2.0,0.0,52.0,2
6583,Super built-up  Area,Not Ready to Move Yet,Uttarahalli,1037.0,2.0,1.0,36.0,2
6585,Super built-up  Area,Ready To Move,Uttarahalli,1000.0,2.0,2.0,39.5,2
6586,Built-up  Area,Ready To Move,Uttarahalli,1125.0,1.0,2.0,45.0,2
6588,Super built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,2.0,40.58,2
6589,Built-up  Area,Ready To Move,Uttarahalli,1123.0,2.0,2.0,60.0,2
6591,Built-up  Area,Ready To Move,Uttarahalli,1000.0,2.0,1.0,35.0,2
6592,Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,1.0,57.0,3
6593,Super built-up  Area,Ready To Move,Uttarahalli,1125.0,2.0,1.0,47.0,2
6594,Built-up  Area,Ready To Move,Uttarahalli,1165.0,1.0,0.0,42.09,2
6595,Super built-up  Area,Ready To Move,Uttarahalli,1260.0,2.0,2.0,55.0,2
6596,Super built-up  Area,Ready To Move,Uttarahalli,1284.0,2.0,2.0,53.36,2
6597,Super built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,1.0,45.99,2
6599,Super built-up  Area,Ready To Move,Uttarahalli,1290.0,2.0,3.0,56.12,3
6600,Super built-up  Area,Ready To Move,Uttarahalli,1328.0,2.0,1.0,56.0,3
6601,Super built-up  Area,Ready To Move,Uttarahalli,1040.0,2.0,2.0,36.4,2
6602,Built-up  Area,Ready To Move,Uttarahalli,1650.0,2.0,1.0,130.0,3
6603,Super built-up  Area,Ready To Move,Uttarahalli,1290.0,2.0,2.0,56.12,3
6605,Super built-up  Area,Ready To Move,Uttarahalli,1075.0,2.0,1.0,46.76,2
6606,Super built-up  Area,Ready To Move,Uttarahalli,1345.0,2.0,1.0,57.0,3
6607,Built-up  Area,Ready To Move,Varthur,1160.0,2.0,2.0,44.0,2
6608,Super built-up  Area,Ready To Move,Varthur,1091.0,2.0,1.0,34.9,2
6609,Super built-up  Area,Not Ready to Move Yet,Varthur,1385.0,2.0,3.0,80.0,2
6611,Built-up  Area,Ready To Move,Varthur,1024.0,2.0,2.0,42.0,2
6612,Super built-up  Area,Ready To Move,Varthur,1125.0,2.0,2.0,40.0,2
6613,Super built-up  Area,Ready To Move,Varthur,1012.0,2.0,1.0,66.5,2
6614,Super built-up  Area,Ready To Move,Varthur,1112.0,2.0,2.0,40.0,2
6615,Super built-up  Area,Not Ready to Move Yet,Varthur,1055.0,2.0,2.0,45.35,2
6616,Super built-up  Area,Ready To Move,Varthur,977.0,2.0,2.0,36.0,2
6617,Plot  Area,Not Ready to Move Yet,Varthur,1200.0,3.0,1.0,67.75,3
6619,Super built-up  Area,Ready To Move,Varthur,1111.0,2.0,2.0,41.88,2
6620,Plot  Area,Not Ready to Move Yet,Varthur,4500.0,5.0,2.0,300.0,4
6621,Super built-up  Area,Ready To Move,Varthur,1140.0,2.0,3.0,55.5,2
6622,Super built-up  Area,Not Ready to Move Yet,Varthur,1012.0,2.0,1.0,59.0,2
6623,Super built-up  Area,Ready To Move,Varthur,1140.0,2.0,2.0,39.9,2
6624,Super built-up  Area,Ready To Move,Varthur,1090.0,2.0,2.0,48.0,2
6625,Super built-up  Area,Ready To Move,Varthur,1450.0,3.0,2.0,71.0,3
6626,Built-up  Area,Ready To Move,Varthur,1210.0,2.0,1.0,60.0,2
6627,Super built-up  Area,Not Ready to Move Yet,Varthur,1070.0,2.0,2.0,46.0,2
6628,Super built-up  Area,Ready To Move,Varthur,1360.0,2.0,3.0,85.0,3
6629,Super built-up  Area,Ready To Move,Varthur,965.0,2.0,1.0,34.0,2
6630,Super built-up  Area,Not Ready to Move Yet,Varthur,1120.0,2.0,2.0,44.24,2
6631,Super built-up  Area,Ready To Move,Varthur,1395.0,2.0,3.0,79.0,3
6632,Super built-up  Area,Not Ready to Move Yet,Varthur,1085.0,2.0,1.0,45.0,2
6633,Super built-up  Area,Ready To Move,Varthur,1250.0,2.0,2.0,47.0,2
6634,Plot  Area,Not Ready to Move Yet,Varthur,1200.0,3.0,1.0,68.38,3
6636,Built-up  Area,Not Ready to Move Yet,Varthur,1155.0,2.0,1.0,60.0,2
6637,Super built-up  Area,Ready To Move,Varthur,1035.0,2.0,1.0,60.0,2
6638,Super built-up  Area,Ready To Move,Varthur,1100.0,2.0,2.0,72.0,2
6639,Super built-up  Area,Ready To Move,Varthur,1091.0,2.0,1.0,33.82,2
6640,Super built-up  Area,Ready To Move,Varthur,1155.0,2.0,2.0,39.0,2
6641,Super built-up  Area,Not Ready to Move Yet,Varthur,1180.0,2.0,2.0,55.0,2
6643,Super built-up  Area,Ready To Move,Varthur,1000.0,4.0,0.0,65.0,5
6644,Super built-up  Area,Ready To Move,Varthur,1738.0,2.0,1.0,57.35,2
6645,Super built-up  Area,Not Ready to Move Yet,Varthur,1045.0,2.0,1.0,40.65,2
6646,Super built-up  Area,Ready To Move,Varthur,1155.0,2.0,2.0,39.0,2
6648,Super built-up  Area,Not Ready to Move Yet,Varthur,1210.0,2.0,1.0,64.15,2
6650,Super built-up  Area,Not Ready to Move Yet,Varthur,1402.0,2.0,2.0,95.0,2
6651,Super built-up  Area,Ready To Move,Varthur,1105.0,2.0,3.0,38.0,2
6652,Super built-up  Area,Ready To Move,Varthur,1560.0,3.0,2.0,90.0,3
6653,Super built-up  Area,Not Ready to Move Yet,Varthur,1760.0,2.0,1.0,85.0,2
6654,Super built-up  Area,Ready To Move,Varthur,1210.0,2.0,2.0,54.0,2
6655,Super built-up  Area,Ready To Move,Varthur,1112.0,2.0,2.0,40.0,2
6656,Super built-up  Area,Ready To Move,Varthur,986.0,2.0,1.0,31.0,2
6658,Super built-up  Area,Not Ready to Move Yet,Varthur,1000.0,1.0,1.0,65.0,2
6660,Super built-up  Area,Not Ready to Move Yet,Varthur Road,900.0,2.0,1.0,27.0,2
6661,Built-up  Area,Ready To Move,Varthur Road,1277.0,2.0,2.0,59.0,2
6662,Super built-up  Area,Ready To Move,Varthur Road,1247.0,2.0,2.0,58.0,3
6663,Super built-up  Area,Ready To Move,Varthur Road,1050.0,2.0,2.0,42.7,2
6664,Super built-up  Area,Not Ready to Move Yet,Varthur Road,1255.0,2.0,2.0,52.76,2
6666,Super built-up  Area,Not Ready to Move Yet,Varthur Road,1033.0,2.0,2.0,32.0,2
6667,Super built-up  Area,Not Ready to Move Yet,Varthur Road,1140.0,2.0,2.0,49.11,2
6668,Super built-up  Area,Not Ready to Move Yet,Varthur Road,850.0,2.0,1.0,25.4,2
6669,Plot  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,95.0,2
6670,Super built-up  Area,Ready To Move,Vidyaranyapura,1062.0,2.0,3.0,38.0,2
